ID,Gender,Age,Native,KoreanVisit,KoreanDrama,KoreanLanguage,SojuQuestion,KoreanRestaurant,KoreanFriends,Question,Qualitative,Condition,StimGender,RespType
R_qEfD5OwES0pLxhD,masculino,24,Castellano,Nunca,Muy pocas veces,Ninguno,No,Sí,Sí,hart,"Creo que considero un sonido más ""duro"" un sonido más repentino, más abrupto, que baje de intensidad más repentinamente en lugar de los que lo hacen poco a poco desvaneciéndose",KheuKhya,Female,Kheu
R_qEfD5OwES0pLxhD,masculino,24,Castellano,Nunca,Muy pocas veces,Ninguno,No,Sí,Sí,hart,"Creo que considero un sonido más ""duro"" un sonido más repentino, más abrupto, que baje de intensidad más repentinamente en lugar de los que lo hacen poco a poco desvaneciéndose",KhyaKheu,Male,Kheu
R_R9OuCyvy2YWwYwh,masculino,25,English,Nunca,Nunca,Ninguno,No,No,No,hart,always select the number 1 because the sumbido was stronger than the number 2 / ,KheuKhya,Female,Kheu
R_R9OuCyvy2YWwYwh,masculino,25,English,Nunca,Nunca,Ninguno,No,No,No,hart,always select the number 1 because the sumbido was stronger than the number 2 / ,KhyaKheu,Male,Khya
R_rcdPHZMA8FcOXqp,femenino,35,castellano,Nunca,Nunca,Ninguno,Quizás,Sí,No,hart,"Me parece más blanco el sonido de la ""s"" o ""sh"" y más duro el que parece ""k"".",KhyaKheu,Male,Kheu
R_rcdPHZMA8FcOXqp,femenino,35,castellano,Nunca,Nunca,Ninguno,Quizás,Sí,No,hart,"Me parece más blanco el sonido de la ""s"" o ""sh"" y más duro el que parece ""k"".",KheuKhya,Female,Kheu
R_RERxfIoqIe5jnxf,,,,,,,,,,hart,,KhyaKheu,Female,Khya
R_RERxfIoqIe5jnxf,,,,,,,,,,hart,,KheuKhya,Male,Kheu
R_RhmMtlj1gWPaaFH,masculino,24,Español,Nunca,Muy pocas veces,Ninguno,No,No,No,hart,"Mi resultado lo basaba en la solidez del sonido, lo compacto que me resultaba y una sensación de cortante que resultaba",KhyaKheu,Male,Kheu
R_RhmMtlj1gWPaaFH,masculino,24,Español,Nunca,Muy pocas veces,Ninguno,No,No,No,hart,"Mi resultado lo basaba en la solidez del sonido, lo compacto que me resultaba y una sensación de cortante que resultaba",KheuKhya,Female,Kheu
R_RxDxlPJWjrxAtYl,femenino,69,Español,Nunca,Nunca,Ninguno,No,No,Quizás,hart,No sé explicar qué ha podido influir.,KheuKhya,Male,Khya
R_RxDxlPJWjrxAtYl,femenino,69,Español,Nunca,Nunca,Ninguno,No,No,Quizás,hart,No sé explicar qué ha podido influir.,KheuKhya,Male,Kheu
R_SBqSvjBQL2JJZ6h,femenino,62,Español,Nunca,Nunca,Ninguno,No,No,No,hart,No lo sé,KhyaKheu,Male,Khya
R_SBqSvjBQL2JJZ6h,femenino,62,Español,Nunca,Nunca,Ninguno,No,No,No,hart,No lo sé,KhyaKheu,Female,Kheu
R_sZ5vLNqmPVDJrGx,masculino,39,Español,Nunca,Muy pocas veces,Ninguno,No,No,No,hart,En el primer caso el primer sonido suena a pedrada y el segundo chasquido hecho con la boca. En el segundo caso me suenan igual. Es un chasquido,KheuKhya,Female,Kheu
R_sZ5vLNqmPVDJrGx,masculino,39,Español,Nunca,Muy pocas veces,Ninguno,No,No,No,hart,En el primer caso el primer sonido suena a pedrada y el segundo chasquido hecho con la boca. En el segundo caso me suenan igual. Es un chasquido,KhyaKheu,Male,Khya
R_tFdKBzH6u7nC2D7,femenino,39,"Catalán, español",Nunca,Nunca,Ninguno,No,Quizás,No,weich,"Ha sido totalmente intuitivo, no tengo ni idea",KhyaKheu,Male,Khya
R_tFdKBzH6u7nC2D7,femenino,39,"Catalán, español",Nunca,Nunca,Ninguno,No,Quizás,No,weich,"Ha sido totalmente intuitivo, no tengo ni idea",KheuKhya,Female,Khya
R_tMVoMNRUAdsURhf,,,,,,,,,,weich,,KheuKhya,Male,Khya
R_tMVoMNRUAdsURhf,,,,,,,,,,weich,,KheuKhya,Female,Kheu
R_u35Xg07GlezNHeF,masculino,18,Español,Nunca,Ocasionalmente,Ninguno,No,Sí,No,hart,Lo determina la explosividad del sonido ,KhyaKheu,Female,Kheu
R_u35Xg07GlezNHeF,masculino,18,Español,Nunca,Ocasionalmente,Ninguno,No,Sí,No,hart,Lo determina la explosividad del sonido ,KheuKhya,Male,Kheu
R_ugC3UbUWdPuFxCN,otro,16,español,Nunca,Regularmente,Ninguno,No,No,No,weich,La fuerza en que se pronunció,KhyaKheu,Female,Khya
R_ugC3UbUWdPuFxCN,otro,16,español,Nunca,Regularmente,Ninguno,No,No,No,weich,La fuerza en que se pronunció,KheuKhya,Male,Khya
R_uhbPmvPds1KYsvf,femenino,45,SPANISH,Nunca,Nunca,Ninguno,No,No,No,hart,HARD WOMAN,KheuKhya,Female,Kheu
R_uhbPmvPds1KYsvf,femenino,45,SPANISH,Nunca,Nunca,Ninguno,No,No,No,hart,HARD WOMAN,KhyaKheu,Male,Kheu
R_ULox4R9cshTbK6Z,femenino,32,Castellano,Nunca,Nunca,Ninguno,No,Quizás,No,hart,Intensidad del sonido,KheuKhya,Female,Kheu
R_ULox4R9cshTbK6Z,femenino,32,Castellano,Nunca,Nunca,Ninguno,No,Quizás,No,hart,Intensidad del sonido,KhyaKheu,Male,Kheu
R_ULVOA3KqoZJ8zRf,masculino,37,español,Nunca,Nunca,Ninguno,Quizás,Sí,No,weich,simplemente por la primera impresión,KhyaKheu,Female,Khya
R_ULVOA3KqoZJ8zRf,masculino,37,español,Nunca,Nunca,Ninguno,Quizás,Sí,No,weich,simplemente por la primera impresión,KheuKhya,Male,Khya
R_Usf3v6xkmEDp3BT,masculino,3,Valenciano,Nunca,Nunca,Ninguno,No,No,No,weich,He considerado como más 'blando' el sonido que me parecía más agudo,KheuKhya,Female,Khya
R_Usf3v6xkmEDp3BT,masculino,3,Valenciano,Nunca,Nunca,Ninguno,No,No,No,weich,He considerado como más 'blando' el sonido que me parecía más agudo,KheuKhya,Male,Khya
R_UxXrceDox1nmdCp,masculino,21,Español,Nunca,Nunca,Ninguno,Quizás,No,No,weich,"El aspecto más importante era que el sonido nunca superara un pico de x decibelios derepente  (o eso creo), a partir de cierta intensidad, por muy ""flojo"" que pueda ser el tono si es muy alto lo asocio con algo duro. ",KhyaKheu,Female,Khya
R_UxXrceDox1nmdCp,masculino,21,Español,Nunca,Nunca,Ninguno,Quizás,No,No,weich,"El aspecto más importante era que el sonido nunca superara un pico de x decibelios derepente  (o eso creo), a partir de cierta intensidad, por muy ""flojo"" que pueda ser el tono si es muy alto lo asocio con algo duro. ",KheuKhya,Male,Khya
R_uzfLxUfixa3yl3P,masculino,34,"Castellano, gallego",Nunca,Muy pocas veces,Ninguno,Quizás,Sí,No,hart,"Sonidos como /k/ me suenan más duros que otros como /t/. La aspiración junto a /k/ me resulta aún más dura. La aspiración junto a /t/, em cambio, lo suaviza. ",KhyaKheu,Female,Kheu
R_uzfLxUfixa3yl3P,masculino,34,"Castellano, gallego",Nunca,Muy pocas veces,Ninguno,Quizás,Sí,No,hart,"Sonidos como /k/ me suenan más duros que otros como /t/. La aspiración junto a /k/ me resulta aún más dura. La aspiración junto a /t/, em cambio, lo suaviza. ",KheuKhya,Male,Kheu
R_vUn45VzQjZLxpF7,femenino,29,Castellano,Nunca,Nunca,Ninguno,No,No,No,hart,Los graves y la lentitud del sonido.,KhyaKheu,Female,Kheu
R_vUn45VzQjZLxpF7,femenino,29,Castellano,Nunca,Nunca,Ninguno,No,No,No,hart,Los graves y la lentitud del sonido.,KhyaKheu,Male,Kheu
R_w6lDwDHrX8HXhND,,,,,,,,,,weich,,KheuKhya,Male,Khya
R_w6lDwDHrX8HXhND,,,,,,,,,,weich,,KhyaKheu,Female,Khya
R_xaP8CpD5Ziz0lm9,femenino,24,Castellano,Nunca,Muy pocas veces,Ninguno,No,No,No,hart,"Los sonidos que me parecieron más duros fueron los que causaron más impacto acústico repentino. Si se pudieran ver como ondas en el Audacity, habría picos de volumen.",KheuKhya,Male,Kheu
R_xaP8CpD5Ziz0lm9,femenino,24,Castellano,Nunca,Muy pocas veces,Ninguno,No,No,No,hart,"Los sonidos que me parecieron más duros fueron los que causaron más impacto acústico repentino. Si se pudieran ver como ondas en el Audacity, habría picos de volumen.",KhyaKheu,Female,Kheu
R_XBTvawahgidRU0p,femenino,73,Español,Visitas cortas,Nunca,Ninguno,No,Sí,Sí,hart,El golpe seco. Más cortante en el primero,KhyaKheu,Male,Khya
R_XBTvawahgidRU0p,femenino,73,Español,Visitas cortas,Nunca,Ninguno,No,Sí,Sí,hart,El golpe seco. Más cortante en el primero,KhyaKheu,Female,Khya
R_XZJoS8BIn1UPbDX,masculino,42,Español,Nunca,Ocasionalmente,Ninguno,No,No,No,weich,El volumen o la intensidad del sonido,KhyaKheu,Female,Khya
R_XZJoS8BIn1UPbDX,masculino,42,Español,Nunca,Ocasionalmente,Ninguno,No,No,No,weich,El volumen o la intensidad del sonido,KheuKhya,Male,Kheu
R_yPg636Hnm5gs47v,masculino,57,Castellano,Nunca,Muy pocas veces,Ninguno,No,Sí,Sí,hart,Me ha parecido mas duro el sonido seguido de vocal,KhyaKheu,Male,Kheu
R_yPg636Hnm5gs47v,masculino,57,Castellano,Nunca,Muy pocas veces,Ninguno,No,Sí,Sí,hart,Me ha parecido mas duro el sonido seguido de vocal,KheuKhya,Female,Kheu
R_Zqlf6OEKpd5qy2Z,masculino,33,english,Nunca,Ocasionalmente,Ninguno,No,Sí,Sí,weich,very good audio to write,KhyaKheu,Male,Kheu
R_Zqlf6OEKpd5qy2Z,masculino,33,english,Nunca,Ocasionalmente,Ninguno,No,Sí,Sí,weich,very good audio to write,KheuKhya,Female,Kheu
