ID,Gender,Age,Native,KoreanVisit,KoreanDrama,KoreanLanguage,SojuQuestion,KoreanRestaurant,KoreanFriends,Question,Qualitative,Condition,StimGender,RespType
R_VOSTmcAThN1H28h,weiblich,30,Deutsch/Koreanisch,Mehr als 5 Jahre gelebt,Regelmässig,Wie ein Muttersprachler,Ja,Ja,Ja,hart,die Betonung,KhyaKheu,Male,Khya
R_VOSTmcAThN1H28h,weiblich,30,Deutsch/Koreanisch,Mehr als 5 Jahre gelebt,Regelmässig,Wie ein Muttersprachler,Ja,Ja,Ja,hart,die Betonung,KheuKhya,Female,Kheu
R_W0NIc5SL4nbge5z,männlich,41,deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,hart,Auswahl 1 klang jeweils bedrohlicher,KheuKhya,Female,Kheu
R_W0NIc5SL4nbge5z,männlich,41,deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,hart,Auswahl 1 klang jeweils bedrohlicher,KhyaKheu,Male,Khya
R_XG1DRFE70Nl86bL,männlich,30,Deutsch,Niemals,Selten,Nein,Nein,Nein,Nein,weich,Jeweils beide Aufnahmen begannen mit einem plosive; die darauffolgenden 'Zischlaute' (fricatives?) erschienen mir kombiniert mit Vokallauten. Der a-Laut im ersten und der e-Laut im zweiten Beispiel erschienen mir jeweils weicher (weil offener).,KhyaKheu,Male,Khya
R_XG1DRFE70Nl86bL,männlich,30,Deutsch,Niemals,Selten,Nein,Nein,Nein,Nein,weich,Jeweils beide Aufnahmen begannen mit einem plosive; die darauffolgenden 'Zischlaute' (fricatives?) erschienen mir kombiniert mit Vokallauten. Der a-Laut im ersten und der e-Laut im zweiten Beispiel erschienen mir jeweils weicher (weil offener).,KheuKhya,Female,Khya
R_YbnizXX910mzJ2F,weiblich,25,Deutsch,Niemals,Regelmässig,Anfänger,Nein,Ja,Nein,weich,"Bei dem ersten Beispiel hatte ich beim m.E. 'härteren' Laut das Gefühl, der Onset war 'plosiver', beim zweiten Beispiel fand ich den 'härteren' laut aspirierter und irgendwie gepresster (erst da ist mir auch aufgefallen, dass der Ton von einem Menschen produziert wurde (?)).",KheuKhya,Female,Khya
R_YbnizXX910mzJ2F,weiblich,25,Deutsch,Niemals,Regelmässig,Anfänger,Nein,Ja,Nein,weich,"Bei dem ersten Beispiel hatte ich beim m.E. 'härteren' Laut das Gefühl, der Onset war 'plosiver', beim zweiten Beispiel fand ich den 'härteren' laut aspirierter und irgendwie gepresster (erst da ist mir auch aufgefallen, dass der Ton von einem Menschen produziert wurde (?)).",KheuKhya,Male,Kheu
R_yIlBHkx9Kmjyzmx,weiblich,35,Deutsch,Niemals,Niemals,Nein,Nein,Ja,Nein,weich,"Rollendes/""Kratzendes"" /r/ im ersten Beispiel (2. Aufnahme) /  / Stärkerer ""Anlaut"" im zweiten Beispiel (1. Aufnahme) / ",KheuKhya,Male,Kheu
R_yIlBHkx9Kmjyzmx,weiblich,35,Deutsch,Niemals,Niemals,Nein,Nein,Ja,Nein,weich,"Rollendes/""Kratzendes"" /r/ im ersten Beispiel (2. Aufnahme) /  / Stärkerer ""Anlaut"" im zweiten Beispiel (1. Aufnahme) / ",KheuKhya,Female,Khya
